vertex index, timestamp [ns], position x [m], position y [m], position z [m], quaternion x, quaternion y, quaternion z, quaternion w, velocity x [m/s], velocity y [m/s], velocity z [m/s], acc bias x [m/s^2], acc bias y [m/s^2], acc bias z [m/s^2], gyro bias x [rad/s], gyro bias y [rad/s], gyro bias z [rad/s]
154, 1524587625562245369, 0.336946028269469, 2.23323850569883, -0.0100851627722272, -0.589484326522908, 0.251515814373786, -0.357402322759733, 0.67934645328409, 0.325655894878148, 0.102995341790993, -0.0178314406082907, 0.311856471560717, 0.0911945162775009, -0.194925209449959, -0.00624319860615651, -0.00950504775390577, 0.00263414011800731
155, 1524587625695106506, 0.383787940764684, 2.2496183439044, -0.00992957498525945, -0.578316694102143, 0.262844876509028, -0.376652408537311, 0.674236854049647, 0.380758364467135, 0.147161023287831, 0.022102108945384, 0.310452026309666, 0.0911596788418388, -0.196024182346888, -0.00208652197156251, -0.00426049658791261, 0.00238133180381524
156, 1524587625827474117, 0.429213971178107, 2.27083560050767, -0.00564273296142112, -0.5719908542958, 0.276506899600193, -0.392380080879322, 0.665137782120808, 0.346425678244807, 0.172961612609302, 0.0363704753573448, 0.308829824630634, 0.0911666662374849, -0.197514091472025, 4.58228054564121e-05, 0.00186229100599647, -0.000323480920632254
157, 1524587625959849119, 0.471302973951866, 2.29317283720972, 0.00116401343523694, -0.562732433514039, 0.292919888725427, -0.406627826643556, 0.657406995444671, 0.279898937854942, 0.157450197849868, 0.0450473524377844, 0.307211665442558, 0.0911759369601842, -0.19913983069595, 0.000801898472714048, 0.0012040322875297, -0.000458314288297112
158, 1524587626092096090, 0.505910402925897, 2.30988521351722, 0.00304132764149552, -0.555690998481995, 0.304894644415858, -0.417901091739297, 0.650849788765208, 0.23861388090244, 0.0843989744875881, -0.0108594022111776, 0.305647739887556, 0.0913289280836616, -0.200578086621314, 0.00082554737367782, 0.000150804670091598, 0.000377350004513446
159, 1524587626224930048, 0.535475960210637, 2.31726007953433, -0.00187973626019579, -0.556046204110498, 0.31454318623755, -0.42507741216704, 0.641236615104915, 0.230130667317985, 0.0249563641041816, -0.0429789590571732, 0.304146292271377, 0.0915036170579962, -0.201538515501873, -0.0037701020447166, -0.00248251117798589, -0.00104110475458823
160, 1524587626357177496, 0.5680104137739, 2.31751627847871, -0.00752005844158302, -0.554582716536013, 0.324090050433453, -0.432451106555738, 0.632763534164459, 0.273558241630513, -0.0149985338952217, -0.0381510028400868, 0.302716134855088, 0.0915796630513467, -0.202007578460833, -0.00655045457656217, -0.00207938114971644, -0.003115155154674
161, 1524587626490029812, 0.605993808904801, 2.31395662930007, -0.0115189940359829, -0.551045237308469, 0.333375958673062, -0.437584720560529, 0.627478468913822, 0.300299103684785, -0.0363371134885347, -0.0282392910353052, 0.301262870186908, 0.0916030645144373, -0.202305703528737, -0.00640371070155011, -0.000582262155905256, -0.00341110932755664
162, 1524587626622273684, 0.649846443159181, 2.30778315258844, -0.0146840768605381, -0.5485380551984, 0.336114431093324, -0.440634714675249, 0.626078381221578, 0.366513221627969, -0.0605021807261273, -0.0114622395271792, 0.299919499219778, 0.0914698866960102, -0.202772427425372, -0.00477690435423897, -0.00165126365497017, 0.0015591354518832
163, 1524587626755119085, 0.700982056492248, 2.29648965554282, -0.0150865205460434, -0.547008509966886, 0.336259351746786, -0.441980855429821, 0.626389864078404, 0.396456165040189, -0.107690957206021, 0.00116529145550411, 0.298646193154264, 0.0911692620466845, -0.20363644223115, -0.00221524387980971, -0.00422787657973691, 0.00207004830084993
164, 1524587626887960672, 0.755724192524395, 2.27951962149483, -0.010491862431551, -0.546404234078548, 0.337954908110498, -0.445633551554209, 0.623409681344653, 0.374269854135492, -0.135277505845181, 0.0450241215728358, 0.297277650400683, 0.0905733448323378, -0.204611207100367, -0.00164633975687491, -0.00668841236236716, -0.00209823133521692
165, 1524587627020788431, 0.802325437755843, 2.26013276124616, -0.00559020855950787, -0.549043554628536, 0.333395440150505, -0.44619221232967, 0.623146182900985, 0.34148221696295, -0.169061657095465, 0.035929736147951, 0.295721542904783, 0.0897669806863555, -0.205432977302628, 0.00144855785961531, -0.0124457331490912, -0.00088723468120693
166, 1524587627153609991, 0.847384701648086, 2.23393287431421, -0.00278205688634613, -0.54700357044021, 0.334239895245628, -0.452372007666289, 0.620024477768277, 0.323752410010308, -0.208747988928912, -0.0023360577041056, 0.294262622592446, 0.08901619161209, -0.206041808262341, 0.00270454801766299, -0.016784329033386, -0.00115464811828018
167, 1524587627286463022, 0.889163545106671, 2.20638937839657, -0.00317069905920517, -0.543169444672398, 0.341366895459691, -0.463197201445343, 0.611460505373563, 0.296452648556002, -0.198978055580255, 0.0103334424854531, 0.292921295843254, 0.0882948955890392, -0.2065331000457, 0.00195099383209414, -0.0136805756322023, -0.00329913721811138
168, 1524587627419294596, 0.926415859207866, 2.18125446426254, -0.00237057254486548, -0.53725577207707, 0.352227140241723, -0.472458259939717, 0.60338666679149, 0.286400944245061, -0.182488377092214, -0.00138289358881181, 0.291761894003577, 0.0878222730585936, -0.207133219020289, 0.00166522371109302, -0.00902657052891708, -0.00169505365290565
169, 1524587627552129745, 0.964394241554169, 2.15866729948426, -0.00353213677409439, -0.529218529475202, 0.366109736292854, -0.483220978050128, 0.593623530045734, 0.283106995009336, -0.15012567223074, -0.0140914869146518, 0.290857954646221, 0.0875199405189239, -0.208036641400151, -0.00163946450838249, -0.00570816385443016, 0.000628462705984985
170, 1524587627684971094, 1.00378029761694, 2.14091378403, -0.00620970752415782, -0.519888801644876, 0.377178618786212, -0.495404815040394, 0.584829883546979, 0.316413373130078, -0.12954685084119, -0.0247480181694886, 0.290159924032136, 0.0873323480681943, -0.209348957509833, -0.00258072365356642, -0.00342845592328137, 0.00310037729055459
171, 1524587627817102671, 1.04872140728193, 2.12358700669383, -0.010391571451359, -0.509915103342007, 0.389203748483441, -0.509034489191188, 0.573925882291446, 0.357917342708964, -0.127369630976941, -0.0176744561317069, 0.28944776357073, 0.087211196575081, -0.210855964186961, -0.00312382751942238, 0.000338860017090029, 0.00593998816033847
172, 1524587627949936867, 1.09837791954693, 2.10909381009525, -0.00993276865168355, -0.502211575302461, 0.399802906711384, -0.521928562029912, 0.561722124857778, 0.373584878916206, -0.0877392983144041, 0.0328311383916189, 0.288636830949077, 0.0869348815770442, -0.212443651005904, -0.00473625098014537, -0.00210332516487382, 0.00460307094535241
173, 1524587628082748413, 1.15210517441183, 2.09655106310772, -0.0037400558073276, -0.491846839993087, 0.407954348831308, -0.536243167052161, 0.551455529529179, 0.403876730375521, -0.0889626012304216, 0.0381942074103096, 0.288038649327095, 0.0865294645027321, -0.213941740400967, 0.000502000927910875, -0.00289755067620793, -0.000986161516456431
174, 1524587628215598822, 1.20403273335914, 2.08464444142667, -0.000823980293763718, -0.481632331861683, 0.418048835147609, -0.54815933054636, 0.541097788456181, 0.364147687622222, -0.0890355761727289, 0.0200203678953336, 0.287508103414074, 0.0862107794333041, -0.215391954683156, 0.00649665021818532, 0.00194589330278776, -0.00260844401592702
175, 1524587628348442554, 1.24749825779984, 2.0710436750676, 0.00137927800343342, -0.473211308769021, 0.428645014932142, -0.555002412204133, 0.533204305003745, 0.303148938817526, -0.120424699800836, -0.00943795254466564, 0.287100248235987, 0.0859568779162297, -0.216737603092841, 0.00453516873320895, 0.00293255437870082, -0.000978713590907206
176, 1524587628481326580, 1.28627350990487, 2.05220891784046, -0.00282856759798034, -0.469518474935702, 0.441756035567155, -0.559000779787654, 0.521461537345601, 0.282889793141133, -0.166487482368021, -0.0377302159931331, 0.28672332075064, 0.0857110841467793, -0.218004264985041, -0.00158345621418976, 0.00324171792235169, 9.23357624955043e-05
177, 1524587628614211798, 1.324970174349, 2.02752133253532, -0.00956151501406586, -0.467413607494964, 0.45243545572876, -0.560526547372775, 0.512480894881369, 0.29405078175866, -0.201387355095284, -0.0566077757136882, 0.286261852569098, 0.0854323340765741, -0.219205037932958, -0.00763625413796264, 0.00444014688334311, 0.000738336836284195
178, 1524587628747090816, 1.36460223189883, 1.99773272383914, -0.0162404662032638, -0.466552547275274, 0.454715039433803, -0.561514577364516, 0.510161085296415, 0.308104797387928, -0.254757896540529, -0.0527450183554801, 0.285709756582923, 0.0851609168574077, -0.220439553657313, -0.00818857294643274, 0.000982783199377518, -0.000607238471740153
179, 1524587628879924297, 1.40500964777211, 1.95648253017171, -0.019292015817866, -0.466438927944703, 0.452869221993936, -0.563356189856176, 0.509876453289555, 0.295943840303386, -0.364969818879678, 0.00554897981580873, 0.285279488504067, 0.0849650367520821, -0.22182943533868, -0.00628245318107213, 0.000343345461260235, -0.00137388347207021
180, 1524587629012767792, 1.44464084576253, 1.90562884679616, -0.0159266545653929, -0.466382829285231, 0.456823091312505, -0.563555896295544, 0.506166446479926, 0.27723440624452, -0.373872861116021, 0.0431505596702711, 0.284789162260185, 0.0847731011815839, -0.223358242631694, -0.00463186752791314, -5.23126424219977e-05, -0.000240995543008814
181, 1524587629145620346, 1.47955805914546, 1.85447253621525, -0.0118146203159021, -0.469883508758654, 0.453269942335281, -0.564915530899302, 0.504605083724676, 0.243470145874601, -0.397268862064268, 0.0297152710863997, 0.284373514539735, 0.0845429271712345, -0.224949557918361, -0.00241069680721655, -0.0077063762814234, -7.39812246895745e-05
182, 1524587629278478146, 1.50966933680638, 1.80404054065682, -0.00928408220645548, -0.469815041983095, 0.449106262352883, -0.572961418311181, 0.499292103451161, 0.216746958937859, -0.350454847758268, 0.00766096135500648, 0.283948125342928, 0.084139833262278, -0.22665165222776, -0.00145725377679811, -0.00954390134222935, -0.00372866705921852
183, 1524587629411351919, 1.53650191539854, 1.76211849302632, -0.00708026756725372, -0.464346945978167, 0.453171762236599, -0.580829650216061, 0.491583345020977, 0.178841315601883, -0.275528505449561, 0.0183682239715425, 0.283318349520429, 0.083577464299842, -0.228533035136858, 0.000861225478937533, -0.00617774221713457, -0.00349980852271457
184, 1524587629544204712, 1.56086743171109, 1.72952771631235, -0.00882358388611461, -0.458768876096117, 0.459808350383134, -0.586002920294974, 0.484466693023586, 0.185354872359675, -0.216779542887658, -0.0305008137579053, 0.282679502697464, 0.0831605041362878, -0.230535345835535, -0.000451629352116938, -0.00406777971667461, 0.00107604603980341
185, 1524587629677037716, 1.58877026613404, 1.70282047436535, -0.0145733355169607, -0.455464960988107, 0.46767491366765, -0.58727695848791, 0.478474261029, 0.239483235685244, -0.192806341442729, -0.050915480903324, 0.282291174265466, 0.0827922520748569, -0.232465406366118, -0.00800590586181627, -0.00549340336867709, 0.00253270059668115
186, 1524587629809883356, 1.6253603038956, 1.67609159412725, -0.0198018817286118, -0.450635957236306, 0.471378657304798, -0.592746579323639, 0.472631873854661, 0.316209207696197, -0.216297005924661, -0.0321588549329042, 0.282291516763546, 0.0823983959363996, -0.234262432553524, -0.00997220250451512, -0.00698294650270618, 0.00151225338395765
187, 1524587629942745924, 1.67289343893026, 1.64547835283963, -0.0224482286154457, -0.442772317134464, 0.473137859254405, -0.603180939958014, 0.46504407854622, 0.394134076452965, -0.239754562617483, 0.0012963793247578, 0.282540206822168, 0.0822009385127846, -0.236194952832465, -0.00367682173083691, -0.00434732753945525, -0.000166068165002726
